wand_ids;layer;postion[mm];diameters[mm];class;pore_ids_ct;sphericity;volume [mm3]
fit15;8;135.10192718500002;0.367779791;gas_70;159;0.48;0.002185892
fit15;8;135.429876709;0.373354703;gas_70;142;0.45;0.003086018
fit15;8;135.685842896;0.584270835;gas_70;349;0.4;0.005143401
fit15;8;135.806074524;0.419261873;gas_70;151;0.43;0.002957366
fit15;8;136.497167969;0.323108464;gas_70;7;0.5;0.002185939
fit15;8;136.5484375;0.257363141;gas_70;221;0.57;0.002185939
fit15;8;137.234114075;0.371277243;gas_70;51;0.45;0.004114675
fit15;9;1.5401931760000025;0.338997334;gas_70;26;0.48;0.002957438
fit15;9;4.731477355999999;0.395934016;gas_70;431;0.42;0.004500444
fit15;9;5.020547485000009;0.34232825;gas_70;506;0.48;0.002443069
fit15;9;5.326127624999998;0.360451788;gas_70;476;0.5;0.002185928
fit15;9;7.219812011999977;0.370901644;gas_70;426;0.53;0.002057328
fit15;9;8.048944092;0.459833801;gas_70;230;0.45;0.004500452
fit15;9;8.079583739999975;0.517198324;gas_70;241;0.44;0.003728964
fit15;9;8.33677062999999;0.370632946;gas_70;193;0.48;0.00372892
fit15;9;8.808312988000012;0.517195106;gas_70;13;0.45;0.004114716
fit15;9;8.881829834000001;0.434188992;gas_70;421;0.45;0.002957411
fit15;9;9.163026427999995;0.298603386;gas_70;170;0.54;0.002571655
fit15;9;9.240380858999998;0.353314549;gas_70;108;0.43;0.002571655
fit15;9;9.597222899999991;0.276455611;gas_70;70;0.59;0.002443088
fit15;9;9.69686279299998;0.370901883;gas_70;93;0.55;0.002057352
fit15;9;129.308095551;0.406920373;gas_70;38;0.46;0.002314514
fit15;9;131.230176544;0.345614344;gas_70;168;0.45;0.002828897
fit15;9;135.338128662;0.33858332;gas_70;364;0.53;0.004243229
fit15;9;135.39706573499998;0.406926513;gas_70;473;0.52;0.002185803
fit15;9;135.401654816;0.356898695;gas_70;603;0.58;0.002957131
fit15;9;135.42556533799998;0.398597389;gas_70;617;0.52;0.009257916
fit15;9;135.676808929;0.382751077;gas_70;320;0.5;0.005143524
fit15;9;136.306436157;1.546267033;gas_70;257;0.39;0.215506822
fit15;10;0.5445388790000081;0.262269825;gas_70;176;0.61;0.003086046
fit15;10;0.8703826900000067;0.386189252;gas_70;139;0.53;0.005657759
fit15;10;1.0608772280000025;0.302058101;gas_70;6;0.6;0.005272217
fit15;10;1.281328583000004;0.353806823;gas_70;577;0.57;0.005529284
fit15;10;1.6473983760000053;0.236714169;gas_70;131;0.58;0.002828994
fit15;10;1.689608002000007;1.490240812;gas_70;1;0.37;0.171402842
fit15;10;1.9289573670000024;0.434190869;gas_70;164;0.55;0.010415646
fit15;10;1.9954513550000073;0.364670008;gas_70;606;0.59;0.008614978
fit15;10;2.125761414000003;0.242091551;gas_70;149;0.63;0.003214454
fit15;10;9.849878693000008;0.431242764;gas_70;91;0.5;0.002057441
fit15;10;10.480524445000007;0.713801742;gas_70;49;0.37;0.007972355
fit15;10;131.013479614;0.328754067;gas_70;245;0.5;0.003086023
fit15;10;131.82877197300002;0.632431448;gas_70;523;0.4;0.007200641
fit15;10;135.647322083;0.481486857;gas_70;201;0.48;0.002185871
fit15;10;135.704794312;0.557495713;gas_70;346;0.46;0.003600294
fit15;10;137.993406677;0.345607817;gas_70;478;0.48;0.002185937
fit15;11;1.4244094850000124;0.294997811;gas_70;198;0.53;0.003086006
fit15;11;3.2005249019999837;0.56656146;gas_70;313;0.43;0.003986132
fit15;11;4.007463073999986;0.360451519;gas_70;612;0.5;0.002185938
fit15;11;4.588349914999981;0.353314549;gas_70;240;0.51;0.003600402
fit15;11;6.898194885000009;0.517195106;gas_70;428;0.49;0.002828883
fit15;11;7.174645995999981;0.262269258;gas_70;483;0.59;0.002057344
fit15;11;7.476815795999983;0.456148028;gas_70;382;0.44;0.005400528
fit15;11;49.877500153;0.468071789;gas_70;59;0.49;0.002571591
fit15;11;128.412988281;0.340931147;gas_70;98;0.54;0.002314527
fit15;11;129.93367919899998;0.330381751;gas_70;187;0.47;0.00308605
fit15;11;137.72677764899998;0.462481856;gas_70;37;0.57;0.019029882
fit15;11;138.85220870999999;0.365947306;gas_70;601;0.52;0.008614993
fit15;11;138.99956665;0.231294617;gas_70;434;0.57;0.002185954
fit15;11;139.112023926;0.520881534;gas_70;171;0.44;0.007329145
fit15;11;139.472257233;0.443447739;gas_70;624;0.62;0.023530684
fit15;12;0.039606476000003;0.420032173;gas_70;181;0.47;0.003600441
fit15;12;0.3893302920000039;1.798228979;gas_70;544;0.32;0.250866592
fit15;12;1.1759170530000063;0.443361431;gas_70;126;0.44;0.004114908
fit15;12;5.788137817000006;0.307018936;gas_70;237;0.59;0.002186047
fit15;12;10.752420807000007;0.298603058;gas_70;113;0.57;0.002057302
fit15;12;130.995451355;0.507247686;gas_70;228;0.46;0.003471693
fit15;12;135.6918396;0.382568598;gas_70;34;0.45;0.003600331
fit15;12;136.062406921;0.37063089;gas_70;297;0.47;0.003214628
fit15;12;137.004858398;0.280051738;gas_70;248;0.59;0.003085985
fit15;12;138.15782012900002;0.289948016;gas_70;380;0.56;0.002700231
fit15;12;138.269560242;2.390433073;gas_70;191;0.25;0.613088429
fit15;13;0.34787139899998465;0.568593085;gas_70;301;0.52;0.020701885
fit15;13;3.4826980590000005;0.590778708;gas_70;402;0.35;0.011058236
fit15;13;4.493424988000015;0.36745277;gas_70;212;0.53;0.002957464
fit15;13;4.976579285000014;0.530388713;gas_70;223;0.4;0.005014804
fit15;13;5.323014832000013;0.255837709;gas_70;243;0.58;0.002700284
fit15;14;2.5076507570000075;1.521752357;gas_70;296;0.26;0.064036556
fit15;14;2.6174682620000027;0.721433342;gas_70;528;0.36;0.018258903
fit15;14;2.7802146910000047;0.468064785;gas_70;282;0.42;0.006943628
fit15;14;2.9599746700000082;0.754955947;gas_70;410;0.33;0.017744685
fit15;14;3.081419373000003;0.462599635;gas_70;463;0.44;0.006172244
fit15;14;3.530241394000008;0.437164575;gas_70;150;0.58;0.015816297
fit15;14;7.123625183000009;0.342331618;gas_70;246;0.53;0.002057453
fit15;15;136.913793182;2.220685482;gas_70;28;0.38;0.664906442
fit15;15;137.991201019;0.575824022;gas_70;496;0.47;0.010415459
fit15;16;139.86081543;0.231300861;gas_70;584;0.69;0.002443085
fit15;17;1.6834579469999937;0.469498366;gas_70;536;0.41;0.005786221
fit15;17;1.7081085209999856;0.35367319;gas_70;636;0.46;0.002828877
fit15;17;1.721353148999981;0.372455359;gas_70;260;0.49;0.003728854
fit15;17;1.7660156249999943;0.241066545;gas_70;484;0.61;0.002185919
fit15;17;1.8278442380000115;0.55994308;gas_70;564;0.38;0.014015694
fit15;17;2.0783020019999867;0.416213244;gas_70;222;0.45;0.003214575
fit15;17;2.095933532999993;0.360448033;gas_70;61;0.5;0.002700279
fit15;17;2.2212234499999965;0.391552746;gas_70;290;0.5;0.004371785
fit15;17;2.292825316999995;0.431243658;gas_70;172;0.48;0.002957417
fit15;17;2.332223510999995;0.324791282;gas_70;490;0.51;0.002057329
fit15;17;2.444421386999977;0.489358306;gas_70;513;0.43;0.00372898
fit15;17;2.495652770999982;0.262265593;gas_70;247;0.57;0.002571635
fit15;17;2.6347061159999896;0.247478187;gas_70;179;0.57;0.002185884
fit15;17;2.8237167359999944;0.406930774;gas_70;460;0.52;0.002185896
fit15;18;2.6609443660000025;0.323185056;gas_70;41;0.49;0.0024431
fit15;18;2.682562256000004;0.276450396;gas_70;533;0.57;0.00205712
fit15;18;2.709482574000006;0.483327657;gas_70;144;0.59;0.016715471
fit15;18;2.806406403000004;0.252999634;gas_70;545;0.59;0.003471971
fit15;18;2.896757507000004;0.3604559;gas_70;133;0.53;0.002700367
fit15;18;2.901171112000007;0.3604559;gas_70;515;0.48;0.002057401
fit15;18;2.939676666000004;0.652369976;gas_70;541;0.41;0.017872622
fit15;18;2.9776939390000052;0.660227358;gas_70;48;0.34;0.012086575
fit15;18;3.6881698610000058;0.26297164;gas_70;422;0.59;0.002185998
fit15;18;136.708235168;0.290495843;gas_70;281;0.51;0.002828795
fit15;18;137.651350403;2.744940996;gas_70;585;0.19;0.980194688
fit15;18;137.678160095;0.269456506;gas_70;8;0.54;0.00231447
fit15;18;139.727255249;0.438090086;gas_70;196;0.45;0.005143291
fit15;19;135.514051056;0.231293157;gas_70;440;0.66;0.002571674
fit15;19;135.857961273;0.27645421;gas_70;272;0.53;0.002185753
fit15;19;136.019006348;0.281537205;gas_70;325;0.6;0.003600417
fit15;19;136.78579483;2.404779434;gas_70;158;0.27;0.418670148
fit15;20;3.8598846440000045;1.882590771;gas_70;391;0.24;0.403366297
fit15;20;4.051988983000008;0.387696445;gas_70;337;0.5;0.002186026
fit15;20;4.102793121000005;0.326965451;gas_70;141;0.49;0.002828801
fit15;20;4.121836090000002;0.556669831;gas_70;558;0.36;0.006814818
fit15;20;4.677370453000009;0.538819432;gas_70;47;0.48;0.018002072
fit15;20;136.50842132600002;0.342324853;gas_70;122;0.53;0.003471741
fit15;20;138.24072113;0.890510321;gas_70;80;0.26;0.039218139
fit15;20;138.676809692;0.199096769;gas_70;69;0.7;0.002185954
fit15;20;138.819914246;0.470009565;gas_70;67;0.42;0.005657716
fit15;20;138.93931427;0.406147689;gas_70;76;0.43;0.006172011
fit15;20;138.965856934;0.227130413;gas_70;192;0.59;0.00205734
fit15;20;139.608076477;0.356900334;gas_70;451;0.58;0.005529013
fit15;21;0.6181350709999833;0.444876343;gas_70;530;0.47;0.004886236
fit15;21;0.6288543699999991;0.240595058;gas_70;516;0.65;0.003086076
fit15;21;0.8087173459999804;0.325625956;gas_70;314;0.57;0.004757619
fit15;21;0.8827301030000001;1.65264082;gas_70;448;0.24;0.373793423
fit15;21;1.2925125119999734;0.264535964;gas_70;254;0.53;0.002057275
fit15;21;1.5134902949999969;0.733777046;gas_70;271;0.32;0.018516069
fit15;21;1.6462570189999894;0.461631715;gas_70;289;0.38;0.005657645
fit15;21;1.7157150269999875;0.746606112;gas_70;258;0.43;0.038703702
fit15;21;1.7671600339999998;0.666430414;gas_70;229;0.4;0.015044321
fit15;21;1.8682113649999792;0.237010032;gas_70;294;0.64;0.002314506
fit15;21;2.0569168090000005;0.821908355;gas_70;371;0.37;0.014658582
fit15;21;137.823133087;0.338584274;gas_70;231;0.5;0.004371961
fit15;21;138.003892517;2.661519289;gas_70;216;0.16;0.546224952
fit15;21;138.106065369;0.309114367;gas_70;596;0.56;0.003600312
fit15;21;138.633042908;0.419264168;gas_70;104;0.5;0.005400631
fit15;21;138.637258148;0.338582486;gas_70;619;0.47;0.003343026
fit15;21;138.762464142;0.323187292;gas_70;560;0.49;0.002443152
fit15;21;139.104180908;0.684828818;gas_70;613;0.4;0.016844653
fit15;22;1.9311050420000058;0.592927456;gas_70;399;0.44;0.009901076
fit15;22;2.0900138850000047;0.899147153;gas_70;559;0.48;0.059019666
fit15;22;3.922975922000006;0.214143038;gas_70;173;0.66;0.002571426
fit15;22;106.474848175;0.555206299;gas_70;72;0.53;0.002185889
fit15;22;136.118742371;0.317308307;gas_70;327;0.48;0.004371839
fit15;22;136.43235626199998;0.422967166;gas_70;318;0.43;0.005657747
fit15;22;136.565466309;0.937878489;gas_70;309;0.27;0.033946201
fit15;22;137.19331207300002;0.417254686;gas_70;429;0.49;0.00552913
fit15;22;137.38776245100001;0.325394511;gas_70;470;0.57;0.002314539
fit15;23;2.411309813999992;0.355129212;gas_70;600;0.52;0.00578629
fit15;23;2.580178832999991;0.381066293;gas_70;572;0.47;0.002185879
fit15;23;2.633920288000013;2.884498358;gas_70;539;0.23;0.582870185
fit15;23;33.51579055799999;0.763795495;gas_70;152;0.44;0.003214592
fit15;23;135.767953491;0.397431076;gas_70;654;0.46;0.003600293
fit15;25;1.694200133999999;0.312324941;gas_70;71;0.65;0.007715066
fit15;25;4.766297912999988;0.417097092;gas_70;184;0.46;0.003214583
fit15;25;136.527772522;0.280048609;gas_70;315;0.58;0.002700359
fit15;25;136.604238129;0.305240005;gas_70;453;0.48;0.002185927
fit15;25;136.72474823;0.663876891;gas_70;250;0.36;0.009644126
fit15;25;137.319585419;0.582782865;gas_70;405;0.41;0.0122157
fit15;25;138.486436462;0.790034235;gas_70;275;0.47;0.02494546
fit15;26;1.1059059140000045;0.320682704;gas_70;274;0.53;0.003728764
fit15;26;1.292269135000005;1.031930089;gas_70;343;0.46;0.09939526
fit15;26;2.941172028000004;0.331485391;gas_70;73;0.51;0.002443193
fit15;26;3.0493492130000064;3.507611513;gas_70;5;0.22;1.613345861
fit15;26;3.4734443660000025;0.262468696;gas_70;123;0.56;0.002571756
fit15;26;3.538858795000003;0.353401929;gas_70;522;0.51;0.005657897
fit15;26;3.5560783390000026;0.354642481;gas_70;573;0.62;0.012087428
fit15;26;3.619852448000003;0.368028909;gas_70;427;0.55;0.008100647
fit15;26;3.6628288270000056;0.663873732;gas_70;580;0.49;0.016715841
fit15;26;3.8209861760000052;0.522289336;gas_70;120;0.55;0.022887528
fit15;26;136.062559509;0.925455809;gas_70;347;0.31;0.039732382
fit15;26;136.120092773;0.299877256;gas_70;457;0.52;0.003986056
fit15;26;136.27306213399999;0.495034009;gas_70;489;0.5;0.015687265
fit15;26;136.307226563;0.411604404;gas_70;267;0.54;0.009772233
fit15;26;136.421522522;0.822670221;gas_70;323;0.28;0.020316042
fit15;26;136.468832397;0.22773014;gas_70;443;0.61;0.00205732
fit15;26;136.730932617;0.332219183;gas_70;365;0.48;0.00270023
fit15;26;136.862753296;0.335637987;gas_70;437;0.47;0.003085965
fit15;26;137.01794281000002;0.599413514;gas_70;372;0.36;0.010415219
fit15;26;137.148420715;0.82936126;gas_70;462;0.37;0.01903056
fit15;26;137.208532715;0.491996914;gas_70;517;0.48;0.009129519
fit15;26;137.312445068;0.635221422;gas_70;359;0.34;0.012215459
fit15;26;137.414205933;0.27255708;gas_70;390;0.5;0.002314486
fit15;26;137.957373047;0.308216989;gas_70;264;0.58;0.003857506
fit15;26;139.07649841300002;0.662144065;gas_70;204;0.54;0.021473492
fit15;26;139.28420105;0.262538344;gas_70;210;0.64;0.002571674
fit15;26;139.737532043;0.627613902;gas_70;124;0.53;0.041661106
fit15;27;2.9843536379999875;0.530054629;gas_70;576;0.42;0.014401401
fit15;27;3.752275085000008;0.410050422;gas_70;109;0.46;0.005143397
fit15;27;134.50865707399998;0.536547244;gas_70;155;0.42;0.003857478
fit15;27;136.675344086;0.248822019;gas_70;43;0.61;0.002571726
fit15;27;136.714749908;0.231301278;gas_70;138;0.66;0.002314667
fit15;27;137.497205353;0.241987869;gas_70;107;0.61;0.002571571
fit15;27;137.647260284;0.247272685;gas_70;511;0.55;0.002314515
fit15;27;137.665803528;0.650301874;gas_70;542;0.45;0.019158816
fit15;27;138.023583984;0.448925704;gas_70;358;0.45;0.007972221
fit15;27;138.21939620999999;0.434184551;gas_70;81;0.45;0.006043041
fit15;28;2.649618530000005;0.31276983;gas_70;215;0.58;0.006815283
fit15;28;137.55403747600002;0.307018608;gas_70;175;0.54;0.002314515
fit15;28;137.68797912600002;1.246670365;gas_70;581;0.26;0.077664651
fit15;29;0.7396942139999965;1.151053071;gas_70;415;0.41;0.185160831
fit15;29;1.5654235840000013;0.919053912;gas_70;635;0.44;0.109681942
fit15;29;1.942842101999986;0.422333777;gas_70;631;0.43;0.003728949
fit15;29;2.586854552999995;1.044671059;gas_70;648;0.28;0.024302293
fit15;29;2.5927597049999918;0.299825639;gas_70;529;0.62;0.003471761
fit15;29;2.632768249999998;0.437112272;gas_70;332;0.52;0.00501473
fit15;29;2.817102051000006;0.932050347;gas_70;334;0.36;0.015944362
fit15;29;2.9510055540000053;0.275668949;gas_70;452;0.6;0.003728942
fit15;29;3.129228210000008;0.369925708;gas_70;519;0.61;0.009643776
fit15;29;38.367574309999995;0.40692842;gas_70;468;0.54;0.002443097
fit15;29;65.638435936;0.323187292;gas_70;66;0.5;0.002057339
fit15;29;134.975217438;0.414336711;gas_70;525;0.54;0.007715405
fit15;30;1.0023902890000045;0.297483474;gas_70;587;0.51;0.002057463
fit15;30;3.835096741000008;0.403785706;gas_70;505;0.51;0.002571684
fit15;30;4.151884460000005;0.241186783;gas_70;459;0.55;0.002057459
fit15;30;4.205900574000005;0.370900065;gas_70;225;0.47;0.003857348
fit15;30;4.231310272000009;2.748605967;gas_70;64;0.22;0.92168957
fit15;30;4.935697937000008;0.313677281;gas_70;90;0.61;0.006043357
fit15;30;4.954973602000003;0.257373452;gas_70;52;0.61;0.002443232
fit15;30;137.7983078;0.220470577;gas_70;102;0.57;0.002185915
fit15;30;137.82136383099999;0.41314584;gas_70;286;0.51;0.007200658
fit15;30;138.423506165;0.307018608;gas_70;119;0.55;0.0023145
fit15;30;138.50269928;0.356904089;gas_70;110;0.53;0.002185944
fit15;30;138.588575745;0.276456654;gas_70;407;0.56;0.002571628
fit15;30;139.032858276;0.387693465;gas_70;262;0.5;0.002700275
fit15;30;139.072294617;0.276456654;gas_70;326;0.62;0.004243278
fit15;30;139.16688385;0.507747531;gas_70;199;0.41;0.008229393
fit15;31;1.6142669679999813;4.584192276;gas_70;188;0.26;2.573477507
fit15;31;1.8757873540000105;0.764634669;gas_70;512;0.38;0.015687287
fit15;31;1.9868865969999945;0.262529731;gas_70;481;0.59;0.00308597
fit15;31;136.059278107;2.697887659;gas_70;634;0.25;1.81251955
fit15;31;136.06671676599998;0.272858471;gas_70;100;0.51;0.002828942
fit15;31;138.791318512;0.231292948;gas_70;236;0.59;0.00205735
fit15;32;3.124433899000003;0.279148459;gas_70;568;0.59;0.002185665
fit15;32;3.691904449000006;0.360455394;gas_70;29;0.48;0.004500317
fit15;32;133.62645568800002;0.356900871;gas_70;75;0.53;0.0020573
fit15;33;132.62293396;0.277478814;gas_70;86;0.54;0.002957254
fit15;34;136.57225647;0.334800273;gas_70;424;0.67;0.004243215
fit15;34;136.934416199;0.225719661;gas_70;487;0.64;0.002057299
fit15;34;137.635046387;0.40457055;gas_70;430;0.51;0.010415304
fit15;34;138.00752105700002;0.298603386;gas_70;393;0.52;0.002443061
fit15;34;138.29601898200002;0.323735327;gas_70;335;0.5;0.003728929
fit15;34;138.29622497600002;0.272857249;gas_70;368;0.57;0.002314568
fit15;34;138.638243103;0.328595787;gas_70;161;0.54;0.003214669
fit15;34;138.698576355;0.31922245;gas_70;259;0.57;0.002185965
fit15;34;138.83290710400001;0.287052989;gas_70;148;0.61;0.005400551
fit15;34;138.990988159;0.360455245;gas_70;381;0.5;0.002057334
fit15;34;139.142408752;0.29954049;gas_70;140;0.53;0.002828817
fit15;34;139.497648621;0.227132797;gas_70;355;0.63;0.002828846
fit15;35;0.5715881350000132;0.389714628;gas_70;456;0.49;0.004243333
fit15;35;0.7344528200000013;0.804413378;gas_70;418;0.44;0.037289299
fit15;35;1.024003601000004;0.311656535;gas_70;553;0.5;0.003086099
fit15;35;1.3324676510000018;2.956787825;gas_70;396;0.33;1.535548806
fit15;35;2.105485535000014;0.599583924;gas_70;397;0.43;0.012729804
fit15;35;2.464356995000003;0.294309825;gas_70;561;0.59;0.004243357
fit15;35;2.464364623999984;0.46418494;gas_70;563;0.57;0.017101679
fit15;36;137.449041748;0.2838431;gas_70;615;0.58;0.004243264
fit15;36;138.114004517;0.262249827;gas_70;595;0.57;0.003471768
fit15;36;138.581694031;0.601257622;gas_70;611;0.53;0.038189441
fit15;36;138.58291473399998;0.546274781;gas_70;555;0.55;0.034717686
fit15;37;3.632722473000001;0.36397016;gas_70;146;0.49;0.002571763
fit15;37;4.061936951000007;0.370898247;gas_70;300;0.51;0.002957362
fit15;38;139.837255859;0.335640013;gas_70;455;0.52;0.003343266
fit15;38;139.99018707300002;0.434186339;gas_70;35;0.56;0.013758463
fit15;39;1.8723617549999858;0.372889519;gas_70;412;0.48;0.003728923
fit15;39;137.876584625;0.259706318;gas_70;128;0.6;0.003600241
fit15;39;138.20962677;1.776025772;gas_70;22;0.38;0.236850888
fit15;39;138.306798553;0.350479901;gas_70;157;0.52;0.003600426
fit15;39;138.425538635;0.330910534;gas_70;84;0.51;0.004500434
fit15;39;138.82359848;0.245080322;gas_70;253;0.67;0.004372098
fit15;39;139.142156219;0.353315353;gas_70;202;0.59;0.004243531
fit15;40;0.3157981870000057;0.254875869;gas_70;344;0.67;0.002957398
fit15;40;4.529333496000007;0.419268876;gas_70;2;0.5;0.002828907
fit15;40;134.54047241199999;0.573266447;gas_70;21;0.48;0.005529135
fit15;40;136.042662048;0.466398954;gas_70;99;0.4;0.006814972
fit15;40;136.408903503;0.675288618;gas_70;24;0.38;0.006814887
fit15;40;136.942739868;0.398954302;gas_70;614;0.42;0.003857603
fit15;40;138.511976624;0.547328591;gas_70;436;0.62;0.048861951
fit15;41;4.094453429999987;0.367450923;gas_70;341;0.55;0.002185871
fit15;41;5.546517944000016;0.332880735;gas_70;121;0.53;0.002828901
fit15;41;5.735437011999977;0.252369702;gas_70;105;0.59;0.002443106
fit15;41;139.159139252;0.562330127;gas_70;238;0.46;0.018772975
fit15;41;139.159898376;0.304146945;gas_70;205;0.62;0.005014913
fit15;41;139.442998505;0.311383635;gas_70;147;0.66;0.006686607
fit15;42;0.9832672120000083;0.536534309;gas_70;644;0.58;0.027644947
fit15;42;4.829798126000007;0.31922245;gas_70;310;0.53;0.002957295
fit15;42;5.259485626000007;0.272778869;gas_70;273;0.55;0.002314618
fit15;42;5.557337189000009;0.454259664;gas_70;218;0.46;0.004500395
fit15;42;139.58539428699999;0.231300861;gas_70;284;0.67;0.002185931
fit15;42;139.872053528;0.21414195;gas_70;537;0.59;0.002314542
fit15;43;0.07377014200000076;1.83573103;gas_70;251;0.5;0.455316275
fit15;43;0.7832885739999824;0.419254541;gas_70;492;0.55;0.004886258
fit15;43;134.78426513699998;0.31128794;gas_70;420;0.45;0.002828911
fit15;43;134.932824707;0.298762321;gas_70;604;0.54;0.002828724
fit15;43;134.94152984599998;0.373609006;gas_70;488;0.46;0.004500298
fit15;43;135.040422058;0.295326322;gas_70;594;0.54;0.003086045
fit15;43;135.416719055;0.577682078;gas_70;263;0.42;0.015430302
fit15;43;135.69150314299998;0.275768876;gas_70;589;0.55;0.004500718
fit15;44;3.731764221000006;1.271490455;gas_70;385;0.59;0.436416537
fit15;44;135.52596130400002;0.267269135;gas_70;472;0.5;0.002185919
fit15;44;136.21871795700002;0.448454976;gas_70;658;0.45;0.005657769
fit15;45;1.7241836549999903;1.465391636;gas_70;283;0.49;0.19467622
fit15;45;2.1270004269999845;0.46209541;gas_70;280;0.49;0.003728977
fit15;45;2.2359252929999798;0.250115484;gas_70;311;0.64;0.003600382
fit15;45;5.713250732000006;0.465342402;gas_70;15;0.44;0.003471711
fit15;45;118.28066406299999;0.326466829;gas_70;211;0.5;0.002314576
fit15;46;21.767172241000004;0.33858332;gas_70;621;0.55;0.002314423
fit15;46;52.709378624;0.360456049;gas_70;312;0.47;0.002057383
fit16;1;0.04053009000000429;0.353607595;gas_50;425;0.56;0.003600337
fit16;1;0.0695141599999829;0.548824191;gas_50;368;0.53;0.027131215
fit16;1;0.10293853799998942;0.307631999;gas_50;322;0.52;0.00218593
fit16;1;0.131892090000008;0.276454568;gas_50;325;0.57;0.002185907
fit16;1;0.7781857299999899;0.635279357;gas_50;76;0.5;0.04140408
fit16;1;0.7896908569999823;0.406929821;gas_50;341;0.43;0.004629038
fit16;1;0.8586148069999808;0.419263721;gas_50;431;0.56;0.011572557
fit16;1;0.9025143430000071;1.503714442;gas_50;340;0.32;0.076636277
fit16;1;1.0402706909999893;0.316251457;gas_50;345;0.51;0.003343194
fit16;1;1.1151989749999984;0.459832013;gas_50;347;0.41;0.007329306
fit16;1;1.270022277999999;0.311986595;gas_50;312;0.48;0.002185944
fit16;1;1.416804199000012;0.499660194;gas_50;452;0.45;0.002828841
fit16;1;1.4174755859999948;0.334801406;gas_50;336;0.46;0.002828849
fit16;1;1.4718045039999765;0.829564929;gas_50;462;0.41;0.051176496
fit16;1;1.4866284180000093;0.311138093;gas_50;138;0.56;0.002957417
fit16;1;1.5272320560000026;0.252366632;gas_50;355;0.64;0.002057333
fit16;1;1.6399563599999851;0.342668176;gas_50;363;0.51;0.006043434
fit16;1;1.6456135560000007;0.311139494;gas_50;236;0.51;0.002057352
fit16;1;1.6904057309999985;0.43152678;gas_50;58;0.51;0.009643813
fit16;1;1.886347655999998;0.397428423;gas_50;62;0.53;0.006814949
fit16;1;1.9261883540000042;0.311904162;gas_50;167;0.56;0.004371885
fit16;1;2.1915615839999987;0.236717522;gas_50;155;0.56;0.002700284
fit16;1;2.214045409999983;0.570024192;gas_50;270;0.55;0.046804596
fit16;1;2.966463927999996;0.334799975;gas_50;44;0.58;0.004886237
fit16;1;3.141039734000003;0.673398495;gas_50;47;0.41;0.019802049
fit16;1;3.4011906430000067;0.276455611;gas_50;11;0.64;0.005143382
fit16;1;4.065100554999987;0.492588848;gas_50;60;0.52;0.014787223
fit16;1;5.972350005999999;0.25545454;gas_50;197;0.61;0.003343153
fit16;1;7.916109924000011;0.369481266;gas_50;334;0.51;0.005143351
fit16;1;8.264723662999984;0.392822564;gas_50;434;0.46;0.00552911
fit16;1;9.225943450999978;0.323102057;gas_50;265;0.58;0.006429153
fit16;1;10.62560165399998;0.407804132;gas_50;273;0.51;0.010929678
fit16;1;10.72038162199999;0.311139494;gas_50;233;0.57;0.002443104
fit16;1;11.369410399999992;0.419439167;gas_50;292;0.57;0.013115534
fit16;1;12.081416015999991;0.323184609;gas_50;123;0.48;0.002185879
fit16;1;14.129179839999992;0.302986085;gas_50;179;0.49;0.002443158
fit16;1;15.426699523999986;0.369561285;gas_50;262;0.5;0.005400559
fit16;1;15.838164214999992;0.270046115;gas_50;113;0.59;0.002828855
fit16;1;16.236616973999986;0.238080919;gas_50;99;0.57;0.002443123
fit16;1;18.56605422999999;0.363969117;gas_50;95;0.57;0.00642914
fit16;1;19.655878905999998;0.391687423;gas_50;284;0.44;0.007200684
fit16;1;27.929949645999997;0.262267053;gas_50;89;0.58;0.002957499
fit16;1;28.397948150999994;0.390032291;gas_50;49;0.45;0.003343206
fit16;1;29.095206145999995;0.281746894;gas_50;463;0.49;0.002443118
fit16;1;30.55592620799999;0.564309657;gas_50;97;0.48;0.013758598
fit16;1;34.73958480799999;0.280349046;gas_50;188;0.59;0.003086043
fit16;1;35.199345474;0.30701828;gas_50;460;0.62;0.00372899
fit16;1;36.16900909399999;0.334591508;gas_50;395;0.6;0.00694348
fit16;1;36.84246910099999;0.378284007;gas_50;318;0.46;0.005014779
fit16;1;37.117052916999995;0.353314549;gas_50;359;0.57;0.006172095
fit16;1;37.635001067999994;0.528095841;gas_50;348;0.41;0.009386552
fit16;1;38.00474250799999;0.51472801;gas_50;329;0.47;0.002571628
fit16;1;38.250128632;0.745644331;gas_50;330;0.37;0.030474462
fit16;1;38.861981277;0.577693164;gas_50;65;0.4;0.012601183
fit16;1;39.340546493999994;0.632431448;gas_50;64;0.4;0.018901903
fit16;1;39.53874671899999;0.32753861;gas_50;159;0.58;0.004757559
fit16;1;40.020922545999994;0.434188098;gas_50;143;0.59;0.015558754
fit16;1;40.51665580699999;0.484040231;gas_50;405;0.45;0.007072129
fit16;1;41.590386276000004;0.37117213;gas_50;450;0.54;0.009386663
fit16;1;42.086653595;0.275669485;gas_50;80;0.52;0.002314489
fit16;1;42.997895126;0.381065279;gas_50;93;0.53;0.007072105
fit16;1;44.209479218;0.479117572;gas_50;445;0.43;0.005529158
fit16;1;44.839936142;0.455815941;gas_50;82;0.53;0.014144269
fit16;1;44.85031784099999;0.329275578;gas_50;5;0.53;0.004371835
fit16;1;45.330389862000004;0.525745392;gas_50;302;0.42;0.016973075
