wand_ids;layer;postion[mm];diameters[mm];class;pore_ids_ct;sphericity;volume [mm3]
fit19;23;138.78007324200001;0.715246201;gas_90;106;0.54;0.046906546
fit19;24;1.3554400630000032;1.016365647;gas_90;73;0.47;0.098568268
fit19;24;1.9602297970000109;0.214102849;gas_90;17;0.59;0.002313239
fit19;24;2.294900818000002;1.034312367;gas_90;21;0.39;0.066311829
fit19;24;2.7048434449999945;0.219108209;gas_90;53;0.68;0.002698734
fit19;24;135.589582367;0.271755397;gas_90;9;0.51;0.002698796
fit19;24;135.830713196;0.438989967;gas_90;146;0.44;0.006682437
fit19;25;1.2732449340000045;1.297419548;gas_90;160;0.4;0.078134753
fit19;25;1.317770080999992;1.045222521;gas_90;103;0.45;0.058601197
fit19;25;1.5097332759999915;0.519926965;gas_90;118;0.61;0.032127954
fit19;25;1.6336346439999971;0.306367308;gas_90;39;0.65;0.006939786
fit19;25;1.982130127000005;0.516208947;gas_90;177;0.54;0.012465006
fit19;26;138.189599915;0.23667179;gas_90;155;0.59;0.002441879
fit19;26;138.49132720900002;0.360377789;gas_90;152;0.64;0.009124164
fit19;26;138.63912384;0.570525467;gas_90;141;0.6;0.026858795
fit19;26;139.335328979;0.507157564;gas_90;63;0.43;0.007068154
fit19;26;139.79273407;0.389993787;gas_90;168;0.56;0.006939518
fit19;27;0.0669842530000011;0.883063912;gas_90;13;0.61;0.163337514
fit19;28;138.808580322;0.509660244;gas_90;29;0.51;0.00668267
fit19;29;0.22100646999999185;0.240561083;gas_90;85;0.66;0.003983736
fit19;29;0.8706265259999952;1.905645609;gas_90;139;0.54;0.510703206
fit19;29;1.6016369630000042;0.691145539;gas_90;104;0.58;0.079290837
fit19;29;1.6326580810000024;0.585717678;gas_90;122;0.59;0.03058563
fit19;29;1.9034710690000054;0.264932483;gas_90;131;0.65;0.005012016
fit19;30;139.65269653299998;2.9063797;gas_90;93;0.2;0.122471631
fit19;31;1.744825438999996;0.564205229;gas_90;26;0.61;0.031742267
fit19;31;138.058225708;0.485808551;gas_90;109;0.6;0.019533742
fit19;32;135.88669387800002;0.311083645;gas_90;27;0.61;0.006168542
fit19;32;136.64313690199998;0.663742602;gas_90;110;0.62;0.056673236
fit19;33;2.214231566999999;0.44364816;gas_90;162;0.64;0.02081863
fit19;33;136.454656677;0.464678377;gas_90;77;0.65;0.026730452
fit19;33;136.53059204099998;0.323127121;gas_90;140;0.58;0.002698772
fit19;33;136.66404541;0.954704881;gas_90;1;0.49;0.071580678
fit19;35;0.5023785399999952;0.323052287;gas_90;10;0.59;0.007967768
fit19;36;0.7783755490000033;2.471183777;gas_90;84;0.2;0.099210627
fit19;36;139.729318542;0.294040829;gas_90;97;0.65;0.005525595
fit19;37;0.03646667499999978;0.323265433;gas_90;83;0.61;0.006168835
fit19;37;0.2950802609999954;0.231250495;gas_90;157;0.64;0.002442015
fit19;38;2.069894713999986;0.28189382;gas_90;66;0.62;0.005397609
fit19;38;138.94444457999998;0.370833635;gas_90;68;0.6;0.011437529
fit19;38;139.191865845;0.255594462;gas_90;94;0.61;0.003212953
fit19;38;139.22291748;0.673320889;gas_90;89;0.64;0.070166111
fit19;38;139.242425842;0.423183739;gas_90;49;0.61;0.018762944
fit19;38;139.52633087200002;0.51085788;gas_90;11;0.64;0.033541352
fit19;38;139.969209595;0.789887846;gas_90;107;0.61;0.093426839
fit19;42;2.6378573609999876;0.678922534;gas_90;55;0.64;0.07864888
fit19;42;3.072633666999991;0.252320111;gas_90;52;0.61;0.002570187
fit19;43;137.225576477;0.233851478;gas_90;65;0.59;0.002441756
fit19;44;2.8914126589999967;0.420710146;gas_90;75;0.61;0.009252767
fit19;45;0.683820800999996;0.717864096;gas_90;0;0.65;0.117973894
fit19;46;2.557481688999985;0.410821289;gas_90;76;0.61;0.012336938
fit19;46;2.612993163999988;0.327145189;gas_90;82;0.62;0.007068176
fit19;46;138.905992432;0.406852186;gas_90;175;0.62;0.016577985
fit19;46;138.973985596;0.419182897;gas_90;19;0.63;0.011951919
fit20;1;0.007844238000004111;0.581545055;gas_80;2071;0.46;0.017616535
fit20;1;0.49596527100000287;0.622275472;gas_80;1587;0.53;0.036646701
fit20;1;0.6482632449999954;1.238387585;gas_80;638;0.32;0.028417677
fit20;1;0.664132385000002;0.356476873;gas_80;727;0.52;0.008100429
fit20;1;0.9352886960000006;0.375191271;gas_80;738;0.53;0.009000556
fit20;1;1.074448853000007;0.462601304;gas_80;1046;0.62;0.017616883
fit20;1;1.4176342770000048;0.44732815;gas_80;558;0.44;0.006815016
fit20;1;1.482735900999998;0.231293365;gas_80;1153;0.67;0.002057167
fit20;1;1.5931866460000066;0.368386716;gas_80;251;0.56;0.010930182
fit20;1;1.6062557980000065;0.406930059;gas_80;2155;0.46;0.006558095
fit20;1;1.6729138179999978;0.318765968;gas_80;1056;0.59;0.004500363
fit20;1;1.8600933839999954;0.34233132;gas_80;454;0.54;0.002314665
fit20;1;1.882104186999996;0.257363141;gas_80;2043;0.62;0.0023146
fit20;1;2.0343869019999943;0.466551214;gas_80;1291;0.51;0.008100652
fit20;1;2.052453307999997;0.550028503;gas_80;437;0.51;0.013758146
fit20;1;2.0573208619999974;0.804405868;gas_80;1968;0.43;0.034203004
fit20;1;2.6094677730000058;0.428909063;gas_80;2238;0.59;0.009386632
fit20;1;2.9052365109999982;0.272909641;gas_80;262;0.57;0.003728823
fit20;1;3.093400269;0.311259627;gas_80;1431;0.55;0.005529328
fit20;1;3.1998074340000073;0.478841186;gas_80;1162;0.45;0.007843517
fit20;1;3.6820004270000055;0.271804988;gas_80;1322;0.57;0.003214461
fit20;1;4.308797150000004;0.220007077;gas_80;1201;0.64;0.002185728
fit20;1;4.445889739999998;0.434191644;gas_80;1172;0.61;0.015687408
fit20;1;39.540562897;0.338587582;gas_80;2171;0.59;0.003728883
fit20;1;49.334574966000005;0.39419806;gas_80;421;0.59;0.014015731
fit20;1;76.26064899400001;0.311138391;gas_80;33;0.56;0.002571631
fit20;1;92.249381332;0.214140385;gas_80;1600;0.64;0.002185893
fit20;1;92.72936943100001;0.276321769;gas_80;1075;0.65;0.002828869
fit20;1;92.818585663;0.397429377;gas_80;1133;0.53;0.003086071
fit20;1;96.761842041;0.309261829;gas_80;1491;0.59;0.002057366
fit20;1;111.576390533;0.488662004;gas_80;1047;0.66;0.036774997
fit20;1;137.77872589100002;0.258153766;gas_80;1943;0.59;0.002314514
fit20;1;138.90554931600002;0.324514627;gas_80;1934;0.58;0.005400533
fit20;2;134.96192047099998;0.433663458;gas_80;633;0.62;0.020702567
fit20;2;135.34878418;0.276450396;gas_80;300;0.65;0.002828801
fit20;2;135.879202576;0.238083184;gas_80;392;0.65;0.003214813
fit20;2;139.152907104;0.257367253;gas_80;1668;0.61;0.002185964
fit20;3;0.3754055790000024;0.507640183;gas_80;326;0.59;0.024816204
fit20;6;130.250872345;0.271807462;gas_80;1154;0.56;0.003342918
fit20;6;130.314581604;0.31237781;gas_80;634;0.53;0.003857568
fit20;7;9.120942383;0.586489797;gas_80;639;0.62;0.061206315
fit20;8;3.0176684570000134;0.465911359;gas_80;511;0.44;0.003214596
fit20;8;4.981543273999989;0.325176954;gas_80;1168;0.5;0.00321462
fit20;8;7.997030945000006;0.59933883;gas_80;2217;0.54;0.031760272
fit20;8;8.001471251999988;0.535263121;gas_80;2031;0.61;0.040375326
fit20;8;8.020079345999989;0.262267441;gas_80;87;0.56;0.002571668
fit20;8;132.585310669;0.364040673;gas_80;539;0.49;0.002571674
fit20;9;7.843770294000002;0.356900871;gas_80;1868;0.5;0.002057455
fit20;9;8.120442656999998;0.370816261;gas_80;406;0.49;0.002443144
fit20;9;131.930436401;1.02200675;gas_80;146;0.59;0.186446741
fit20;9;132.72215393099998;0.323186398;gas_80;746;0.5;0.002057357
fit20;9;134.528474121;0.31922245;gas_80;1258;0.52;0.002185898
fit20;9;135.978432922;0.231297106;gas_80;1327;0.59;0.002314543
fit20;9;136.004853516;0.268242061;gas_80;1318;0.54;0.002443078
fit20;9;136.190758972;0.589034796;gas_80;1300;0.54;0.036775008
fit20;9;136.626763611;0.280346155;gas_80;1244;0.51;0.002828879
fit20;9;136.837472229;0.470350713;gas_80;1289;0.6;0.02430224
fit20;10;0.08405944800000498;0.661583781;gas_80;1652;0.45;0.015944378
fit20;10;0.49420043899999655;0.675288618;gas_80;1596;0.54;0.027259752
fit20;10;4.53373596199998;0.313293695;gas_80;1672;0.52;0.002571679
fit20;10;4.747069092000004;0.419909835;gas_80;1641;0.48;0.003986088
fit20;10;7.206488342;0.442902714;gas_80;1355;0.46;0.002314504
fit20;10;8.316576690999995;0.3231861;gas_80;1157;0.53;0.002828819
fit20;10;132.507281036;0.45983234;gas_80;757;0.45;0.002700205
fit20;11;0.5611889649999995;0.584272802;gas_80;293;0.44;0.005400662
fit20;11;4.568234711000002;0.367452234;gas_80;590;0.54;0.002314436
fit20;11;4.637303619000001;0.382571906;gas_80;549;0.46;0.003086095
fit20;11;5.073289185;0.434194326;gas_80;466;0.46;0.003857383
fit20;11;131.286706238;0.319220632;gas_80;1102;0.59;0.002828883
fit20;11;133.00376251199998;0.370901763;gas_80;1245;0.48;0.00321459
fit20;12;2.9209735109999997;0.320089221;gas_80;348;0.54;0.002828904
fit20;12;4.876829834000006;0.382568628;gas_80;1967;0.45;0.004371856
fit20;12;138.782736511;0.427181512;gas_80;485;0.54;0.008743737
fit20;12;138.882399292;0.447242469;gas_80;445;0.48;0.006943472
fit20;12;138.936575623;1.298186183;gas_80;563;0.57;0.485661477
fit20;12;138.944349976;0.461282253;gas_80;490;0.5;0.011829733
fit20;12;139.426718445;0.525710702;gas_80;417;0.49;0.019673908
fit20;14;5.621359557999995;0.419261992;gas_80;1752;0.45;0.004114676
fit20;14;5.9420153810000045;0.467260212;gas_80;1783;0.42;0.005914867
fit20;15;137.7071698;0.513929307;gas_80;67;0.43;0.006429301
fit20;15;138.13804748500002;0.298605323;gas_80;1010;0.54;0.002443078
fit20;15;138.23787811300002;0.566562951;gas_80;926;0.4;0.008357951
fit20;15;138.361451416;0.752199829;gas_80;909;0.33;0.018773321
fit20;15;138.448663025;0.247345582;gas_80;985;0.52;0.002571675
fit20;16;1.9799105829999917;1.374338746;gas_80;1085;0.37;0.113025211
fit20;16;2.089621276999992;0.323188782;gas_80;1049;0.5;0.002314519
fit20;16;2.27575561499998;0.36826992;gas_80;68;0.46;0.003728902
fit20;16;2.528700561999983;1.043504119;gas_80;1226;0.29;0.025845159
fit20;16;2.5861727909999956;0.644091189;gas_80;73;0.38;0.01941612
fit20;16;138.487662048;0.597210348;gas_80;1441;0.49;0.017487224
fit20;17;0.8843014530000062;1.12635684;gas_80;1229;0.49;0.142598853
fit20;17;1.0078747560000068;0.271805674;gas_80;335;0.6;0.00372873
fit20;17;1.4190914920000068;1.17088306;gas_80;1304;0.31;0.085766152
fit20;17;137.86477783200002;0.719133973;gas_80;1326;0.54;0.047190376
fit20;18;4.123808593999996;0.464127481;gas_80;2052;0.45;0.011829701
fit20;18;4.286200256000001;0.477509528;gas_80;1904;0.42;0.005786254
fit20;18;4.3943164060000015;0.711433232;gas_80;1734;0.4;0.010543888
fit20;18;4.54489776600002;0.567022681;gas_80;2166;0.41;0.007843556
fit20;18;4.746222229000011;2.312592983;gas_80;1568;0.22;0.227593854
fit20;18;139.52341339100002;0.482769877;gas_80;550;0.6;0.020444831
fit20;19;1.4643261719999998;0.439858168;gas_80;1037;0.57;0.012986939
fit20;19;1.4955761719999998;0.272090733;gas_80;1026;0.6;0.003600315
fit20;19;1.9227001950000044;0.320088893;gas_80;235;0.53;0.002700395
fit20;19;1.9610913089999968;0.967335343;gas_80;333;0.33;0.055420175
fit20;19;2.2081387329999984;0.47616607;gas_80;302;0.5;0.004243327
fit20;19;2.629334717000006;0.276267409;gas_80;320;0.52;0.002185788
fit20;19;3.6605160520000055;0.665780783;gas_80;1781;0.39;0.015172525
fit20;19;134.74373748800002;0.384396553;gas_80;856;0.56;0.004500457
fit20;19;134.87828949;0.386700392;gas_80;422;0.46;0.004500435
fit20;19;135.02181366000002;0.397431076;gas_80;517;0.45;0.004371839
fit20;19;135.355927734;0.37373665;gas_80;1070;0.52;0.002185963
fit20;19;135.448624878;0.468072206;gas_80;2232;0.5;0.002057325
fit20;19;135.517678528;0.31596756;gas_80;439;0.53;0.002185949
fit20;19;135.519379883;0.680922031;gas_80;2233;0.47;0.015044257
fit20;19;135.573785095;0.932052612;gas_80;8;0.29;0.020701997
fit20;19;135.774750977;1.859598517;gas_80;111;0.32;0.321716875
fit20;19;135.79910400400001;0.526954234;gas_80;2181;0.44;0.004114648
fit20;19;135.878808289;0.338585317;gas_80;6;0.55;0.004114693
fit20;20;4.508848876999991;0.231296688;gas_80;214;0.62;0.002314495
fit20;20;135.114294739;0.397431552;gas_80;648;0.5;0.006557959
fit20;20;137.487959595;0.536538243;gas_80;1493;0.46;0.003600523
fit20;20;137.846312256;0.557493627;gas_80;134;0.38;0.008615242
fit20;20;138.246748657;4.470805645;gas_80;319;0.2;2.164711237
fit20;21;1.8256390380000056;0.302841187;gas_80;1810;0.53;0.002057093
fit20;21;2.3257305909999957;0.293464601;gas_80;1151;0.56;0.003728882
fit20;21;2.4109127810000075;0.611363292;gas_80;106;0.37;0.008744019
fit20;21;2.5177166750000026;0.257371753;gas_80;476;0.56;0.002571816
fit20;22;2.709639282000012;0.300845265;gas_80;1251;0.6;0.004500448
fit20;22;139.34890625;0.238524407;gas_80;402;0.61;0.00321461
fit20;22;139.704794617;0.680825472;gas_80;536;0.49;0.032147191
fit20;22;139.97632476799998;0.481870502;gas_80;410;0.39;0.004757397
fit20;22;139.984266968;0.365715057;gas_80;685;0.45;0.003729111
fit20;23;134.15432861300002;0.410047024;gas_80;1758;0.51;0.002571722
fit20;23;134.462510376;0.298604697;gas_80;1670;0.63;0.005914858
fit20;23;134.64126708999999;0.379950166;gas_80;135;0.5;0.003214601
fit20;23;134.791108398;0.45983547;gas_80;1839;0.57;0.010801006
fit20;24;135.480555267;0.43711108;gas_80;244;0.45;0.003086024
fit20;24;139.115851135;0.323188484;gas_80;359;0.57;0.003857572
fit20;25;44.990285187;1.56792748;gas_80;516;0.35;0.005272214
fit20;25;71.592233925;0.509784937;gas_80;1362;0.48;0.002571642
fit20;25;135.741288452;0.708431065;gas_80;2032;0.47;0.002314471
fit20;25;136.774949341;0.223008364;gas_80;1654;0.59;0.002185944
fit20;25;137.037041931;0.486747712;gas_80;1585;0.45;0.004243281
fit20;25;137.29026916499998;0.422334909;gas_80;1580;0.46;0.00257163
fit20;25;137.467995911;0.522927701;gas_80;1557;0.37;0.009386742
fit20;25;137.713013916;0.284884065;gas_80;1606;0.52;0.003471758
fit20;25;137.850281982;0.710648239;gas_80;1413;0.53;0.027002748
fit20;25;137.919053345;0.262465328;gas_80;1357;0.57;0.002314549
fit20;25;137.997819214;0.539276719;gas_80;1394;0.37;0.010929649
fit20;26;2.606985779000013;1.379502296;gas_80;1667;0.33;0.118426196
fit20;26;2.9645602420000046;1.139848113;gas_80;1640;0.23;0.055291053
fit20;26;2.983778686999983;1.107204318;gas_80;1730;0.44;0.13115558
fit20;26;3.2380816649999815;0.231297106;gas_80;1723;0.66;0.002571582
fit20;26;3.2970111079999924;0.284011781;gas_80;1690;0.6;0.003471785
fit20;26;137.387938232;0.244416267;gas_80;869;0.61;0.003086191
fit20;26;137.876280518;0.308629125;gas_80;1207;0.6;0.003857443
fit20;26;137.91957733200002;0.398118258;gas_80;1111;0.41;0.005014716
fit20;26;137.96382782;0.306231409;gas_80;1193;0.52;0.003343306
fit20;26;138.001173706;0.262250543;gas_80;1779;0.5;0.002057506
fit20;26;138.006834717;0.318574101;gas_80;1354;0.54;0.003600527
fit20;26;138.048346252;0.522095561;gas_80;522;0.47;0.007972454
fit20;26;138.099112244;0.338583887;gas_80;2124;0.48;0.002443162
fit20;26;138.226668091;0.367452502;gas_80;1518;0.52;0.003086084
fit20;26;138.28464386000002;0.269914627;gas_80;298;0.54;0.003214749
fit20;26;138.431517334;0.32197684;gas_80;1225;0.5;0.00282888
fit20;26;138.446402283;0.276395172;gas_80;414;0.52;0.002314192
fit20;26;138.522764893;1.893526316;gas_80;1122;0.22;0.353087872
fit20;27;1.888985900999998;0.300865889;gas_80;1092;0.55;0.005014725
fit20;27;2.6236813350000006;0.529369891;gas_80;737;0.45;0.010672345
fit20;27;3.5272076420000076;0.309238583;gas_80;1338;0.47;0.002314537
fit20;27;3.9181454470000006;0.298543662;gas_80;1174;0.49;0.002443087
fit20;27;137.635628967;0.289945692;gas_80;1818;0.61;0.004628971
fit20;27;138.03908660899998;0.281794667;gas_80;1593;0.58;0.004243233
fit20;27;138.48660400400001;0.318090439;gas_80;1626;0.51;0.004371854
fit20;28;0.07906219500000589;0.272858232;gas_80;1554;0.63;0.003728941
fit20;28;0.29222747800000093;0.311140567;gas_80;1529;0.54;0.00270024
fit20;28;0.36514160199999424;0.342325419;gas_80;1549;0.47;0.003343156
fit20;28;0.5999896239999885;0.254876643;gas_80;1892;0.53;0.002700272
fit20;28;1.3015200809999783;2.571665287;gas_80;1569;0.22;0.535423279
fit20;28;1.7307345579999946;1.100504875;gas_80;1974;0.45;0.13295567
fit20;28;2.0610568239999907;0.564308643;gas_80;1771;0.41;0.005657644
fit20;28;2.061949463000019;0.361166537;gas_80;1722;0.56;0.007072177
fit20;28;2.0670916750000004;0.435083508;gas_80;1977;0.45;0.006043497
fit20;28;2.21391937300001;0.289949685;gas_80;1847;0.53;0.003343208
fit20;28;3.831083984000003;0.298603386;gas_80;393;0.6;0.00437178
fit20;28;5.193106384000004;0.237181395;gas_80;794;0.61;0.002957457
fit20;28;135.73335144;0.2411955;gas_80;1637;0.55;0.002314609
fit20;29;7.354985503999998;0.214145422;gas_80;1976;0.66;0.002571793
fit20;29;19.501435547;0.209946379;gas_80;1100;0.66;0.002442859
fit20;29;139.244401245;0.334803134;gas_80;2161;0.57;0.004629063
fit20;29;139.465379028;0.753970444;gas_80;1591;0.48;0.0558054
fit20;29;139.824822693;0.231300861;gas_80;1583;0.61;0.002057379
fit20;30;1.3714739989999885;0.287809879;gas_80;12;0.58;0.004243223
fit20;31;3.226525574000007;0.503428519;gas_80;566;0.6;0.028802648
fit20;32;138.57513305700002;0.257362783;gas_80;27;0.59;0.004114889
fit20;32;139.176428528;0.950044394;gas_80;7;0.55;0.197890505
fit20;32;139.294493408;0.529332399;gas_80;1496;0.45;0.01054345
fit20;32;139.304915161;1.135369539;gas_80;109;0.33;0.04230421
fit20;32;139.600455017;0.276040137;gas_80;525;0.54;0.003728955
fit20;32;139.901236267;0.234106034;gas_80;332;0.65;0.003214603
fit20;33;0.8999951170000031;0.346236318;gas_80;171;0.47;0.00411493
fit20;33;1.0960400390000018;0.489356548;gas_80;259;0.49;0.004757513
fit20;33;1.407883910999999;0.307445586;gas_80;236;0.52;0.003857482
fit20;33;136.466500549;0.223010659;gas_80;2134;0.64;0.002314524
fit20;33;136.970872192;0.300299972;gas_80;2136;0.59;0.004886162
fit20;34;138.954031677;0.368650347;gas_80;488;0.46;0.003085971
fit20;34;138.97433349599999;0.381059229;gas_80;586;0.55;0.005914634
fit20;34;138.989218445;0.253064901;gas_80;538;0.59;0.002185728
fit20;34;138.99732086199998;0.78916955;gas_80;264;0.32;0.022501772
fit20;34;139.048720093;0.244917512;gas_80;496;0.65;0.002957377
fit20;34;139.052756042;0.478834361;gas_80;556;0.5;0.006943824
fit20;34;139.153761597;1.217706561;gas_80;544;0.58;0.309371948
fit20;34;139.263136597;0.63443923;gas_80;456;0.43;0.00912889
fit20;34;139.304205627;0.902761996;gas_80;577;0.51;0.072521269
fit20;35;135.00267150899998;0.356900334;gas_80;45;0.49;0.002314523
fit20;35;136.238526611;0.294306219;gas_80;2196;0.56;0.002700246
fit20;35;136.672723083;1.444956303;gas_80;2180;0.41;0.225664422
fit20;35;136.759484558;0.307465166;gas_80;2186;0.56;0.002700279
fit20;35;136.82086303699998;0.732274532;gas_80;2178;0.44;0.018515963
fit20;36;1.5552508540000076;1.006939769;gas_80;567;0.31;0.026359748
fit20;36;2.384299010999996;0.419262111;gas_80;23;0.5;0.002057353
fit20;36;2.5851809689999925;0.264536649;gas_80;39;0.6;0.003600337
fit20;37;0.17794158899999957;0.360450178;gas_80;662;0.58;0.002828523
fit20;37;137.695519714;0.23129794;gas_80;114;0.64;0.002443034
fit20;37;137.72114685100001;0.454294235;gas_80;72;0.53;0.015301495
fit20;37;137.843354492;0.524533391;gas_80;793;0.38;0.00681494
fit20;37;138.028924255;0.296598941;gas_80;761;0.55;0.002314528
fit20;37;138.03514221199998;0.711844921;gas_80;827;0.56;0.073549978
fit20;37;138.048867493;0.710224032;gas_80;846;0.59;0.068406522
fit20;37;138.094620972;0.367585808;gas_80;729;0.43;0.003857517
fit20;37;138.14203765899998;0.609871268;gas_80;743;0.54;0.01813039
fit20;38;0.28703948999998374;0.214511156;gas_80;1848;0.61;0.002057375
fit20;38;1.6021182249999981;0.519655764;gas_80;964;0.55;0.019030612
fit20;38;137.901755066;0.29860276;gas_80;1677;0.58;0.002700321
fit20;39;1.0936825560000045;0.227061898;gas_80;2039;0.64;0.002185916
fit20;39;1.1071942140000033;0.2141442;gas_80;352;0.59;0.002057462
fit20;39;1.6180889890000003;0.244938195;gas_80;2074;0.62;0.003342875
fit20;40;2.514807434000005;0.310475945;gas_80;213;0.52;0.002314469
fit20;40;2.663595885999996;0.317694306;gas_80;192;0.53;0.00411465
fit20;40;2.776663513000017;0.276451439;gas_80;193;0.57;0.002057392
fit20;40;3.221777648999989;0.2558209;gas_80;191;0.59;0.002828865
fit20;40;137.169859619;0.387696713;gas_80;435;0.48;0.002443181
fit20;41;0.0372326659999942;0.524539649;gas_80;1936;0.57;0.021473872
fit20;41;0.06516387899999643;0.420841426;gas_80;411;0.61;0.016458897
fit20;41;0.06787994399999775;0.27645421;gas_80;433;0.57;0.00308624
fit20;41;3.2682049560000053;0.214143753;gas_80;600;0.64;0.002185646
fit20;41;4.466275482;0.369247198;gas_80;702;0.48;0.002057354
fit20;41;5.590832976999998;0.43418479;gas_80;469;0.53;0.004885964
fit20;41;89.347564011;0.314559609;gas_80;472;0.55;0.002314427
fit20;41;132.076638489;0.338584453;gas_80;1065;0.53;0.002185952
fit20;41;132.270562439;0.421234667;gas_80;1041;0.48;0.003857468
fit20;41;135.149674683;0.419266939;gas_80;224;0.55;0.010543748
fit20;41;137.124161987;0.231300279;gas_80;249;0.59;0.002443177
fit20;41;137.26202514599998;0.419898331;gas_80;257;0.55;0.005271933
fit20;41;137.415864258;0.568701327;gas_80;275;0.58;0.032146025
fit20;41;137.44619873;0.342327952;gas_80;232;0.61;0.007972262
fit20;41;137.599198608;0.737419903;gas_80;240;0.48;0.044618856
fit20;41;137.68097808800002;1.44357276;gas_80;1067;0.42;0.093480945
fit20;42;1.1545855709999842;0.656480372;gas_80;1141;0.57;0.040503941
fit20;42;2.3217837519999875;0.666790605;gas_80;308;0.59;0.055676855
fit20;42;4.7935549929999866;0.363366812;gas_80;239;0.55;0.006557799
fit20;42;5.712019652999999;0.379454166;gas_80;1165;0.49;0.002443162
fit20;42;5.8962390140000025;0.214135885;gas_80;1159;0.64;0.002057343
fit20;43;4.723862914999998;0.344396591;gas_80;1499;0.49;0.004500175
fit20;43;110.546960144;0.254138052;gas_80;59;0.66;0.003986089
fit20;44;1.6497943119999832;0.671501517;gas_80;1272;0.6;0.030731883
fit20;44;1.6873919679999858;0.249056861;gas_80;1274;0.59;0.003086045
fit20;44;1.7957980350000184;0.271810651;gas_80;1313;0.57;0.00321468
fit20;44;1.9530932619999817;0.276452124;gas_80;1259;0.54;0.002571655
fit21;1;0.30973693800001456;0.371167213;gas_70;626;0.61;0.010666215
fit21;1;0.8461291499999959;0.329100788;gas_70;560;0.49;0.002313121
fit21;1;1.0920169070000156;0.276401818;gas_70;634;0.64;0.003341231
fit21;1;1.3855044559999783;0.679193854;gas_70;636;0.43;0.026729785
fit21;1;2.2430331420000016;0.56645155;gas_70;1462;0.51;0.019404776
fit21;1;2.7265689089999796;0.545385838;gas_70;1470;0.6;0.045106504
fit21;1;2.9113604739999914;0.370800495;gas_70;1463;0.52;0.005654387
fit21;1;3.399573059000005;0.251609117;gas_70;1568;0.59;0.004112309
fit21;1;3.402701110999999;0.325137943;gas_70;1472;0.5;0.004883355
fit21;1;10.786967010000012;0.356831014;gas_70;309;0.61;0.004754814
fit21;1;11.390764923000006;0.342261583;gas_70;341;0.56;0.002955731
fit21;1;13.322481842000002;0.3385185;gas_70;1139;0.44;0.003469757
fit21;1;29.03086730999999;0.409967899;gas_70;564;0.48;0.002955693
fit21;1;38.76824829099999;0.323123246;gas_70;881;0.52;0.002313144
fit21;1;50.444376678;0.257316977;gas_70;1577;0.52;0.002313183
fit21;1;88.23462078099999;0.416132301;gas_70;1269;0.48;0.002056221
fit21;1;88.452926369;0.321212262;gas_70;1223;0.56;0.002441813
fit21;1;138.628454895;0.367378622;gas_70;1603;0.48;0.00269871
fit21;1;138.80799743699998;0.367382824;gas_70;1650;0.52;0.002313065
fit21;1;139.322500916;0.543498039;gas_70;1674;0.4;0.005011921
fit21;1;139.457838745;0.509660065;gas_70;158;0.48;0.004112418
fit21;1;139.564810486;0.866759717;gas_70;72;0.34;0.009124249
fit21;1;139.688551636;0.465810329;gas_70;1402;0.42;0.00385524
fit21;1;139.704298706;0.31914404;gas_70;1586;0.57;0.00205613
fit21;1;139.738188477;1.016823053;gas_70;1702;0.33;0.016706301
fit21;1;139.82202789299998;0.507155657;gas_70;1558;0.45;0.004497628
fit21;1;139.905707092;1.449898958;gas_70;1679;0.26;0.031998828
fit21;1;139.95261261000002;1.041549921;gas_70;283;0.28;0.018248022
fit21;2;138.47393158;0.311080694;gas_70;670;0.57;0.002441674
fit21;2;139.609597473;0.518332601;gas_70;687;0.47;0.006939479
fit21;6;49.58440712;0.313296914;gas_70;1013;0.5;0.002056085
fit21;6;136.753236084;0.231253415;gas_70;1701;0.64;0.002184621
fit21;7;2.106543273999989;1.382000685;gas_70;1728;0.49;0.128251538
fit21;7;2.1465441889999965;0.276399881;gas_70;1727;0.66;0.002313172
fit21;7;2.3397280880000153;0.281637341;gas_70;1735;0.6;0.003469721
fit21;7;2.610731811999983;0.488974422;gas_70;1746;0.55;0.02184651
fit21;7;30.97601196299999;0.356954813;gas_70;967;0.5;0.002056115
fit21;8;1.5065396119999974;0.257308543;gas_70;240;0.63;0.002698765
fit21;8;5.627694396999999;0.541154027;gas_70;121;0.39;0.006168375
fit21;8;5.8612606810000045;0.311078697;gas_70;749;0.53;0.002056076
fit21;8;10.397969513;0.517096639;gas_70;386;0.44;0.003212753
fit21;8;11.102338104000005;0.380839437;gas_70;306;0.45;0.00436927
fit21;8;11.458161621000002;0.418559313;gas_70;133;0.45;0.00321277
fit21;8;11.565263062;0.456966758;gas_70;204;0.48;0.002056013
fit21;8;11.771241455000002;0.257308543;gas_70;169;0.57;0.002570277
fit21;8;136.10480621300002;0.467980057;gas_70;305;0.43;0.003983811
fit21;8;136.298196106;0.360381544;gas_70;275;0.5;0.002313188
fit21;8;137.453995972;0.34677732;gas_70;1829;0.54;0.002570178
fit21;9;3.8972918700000037;0.457002044;gas_70;865;0.4;0.005397405
fit21;9;4.984839171999994;0.339265019;gas_70;630;0.5;0.003084211
fit21;9;6.745520325000001;0.368318856;gas_70;418;0.47;0.003212695
fit21;9;129.327357025;0.367383063;gas_70;581;0.45;0.003212819
fit21;9;131.551947327;0.242047355;gas_70;318;0.57;0.002056029
fit21;10;5.834687500000001;0.370825589;gas_70;1242;0.48;0.002184711
